ykiho,yadmNm,clCdNm,addr,telno,XPos,YPos,estbDd,sidoCdNm,sgguCd,sgguCdNm,emdongNm,postNo
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,더플랜업의원,의원,"서울특별시 강남구 압구정로20길 6, 한스빌딩 3층 (신사동)",02-543-5030,127.0246207,37.5247021,20180727,서울,110001,강남구,신사동,06031
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,더플러스성모의원,의원,"서울특별시 성북구 동소문로20가길 12, 2층 (동선동1가)",02-925-1190,127.0171152,37.5922613,20240813,서울,110012,성북구,동선동1가,02845
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,더플러스성형외과의원,의원,"서울특별시 강남구 도산대로13길 9, 3,4층 (신사동)",02-6933-7587,127.0230599,37.5185663,20170901,서울,110001,강남구,신사동,06035
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,더피크의원,의원,"서울특별시 강남구 도산대로57길 8, 승원빌딩 5층 (청담동)",02-6953-5874,127.0414545,37.5241405,20250314,서울,110001,강남구,청담동,06016
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,더픽스성형외과의원,의원,"서울특별시 강남구 강남대로 468, 충림빌딩 11층 (역삼동)",02-592-2860,127.0251636,37.5041598,20191002,서울,110001,강남구,역삼동,06123
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,더하다성형외과의원,의원,"서울특별시 강남구 봉은사로 108, 11층 (역삼동)",02-555-4232,127.0256122,37.5045463,20200715,서울,110001,강남구,역삼동,06123
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,더한별이비인후과의원,의원,"서울특별시 송파구 송파대로 365, 2층,3층 (석촌동)",02-415-3650,127.1110937,37.5004131,20180118,서울,110018,송파구,석촌동,05697
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,더행복한산부인과의원,의원,"서울특별시 성북구 동소문로 92, 4층 (동소문동5가, 강윤빌딩)",02-928-0809,127.0155017,37.5921783,20160801,서울,110012,성북구,동소문동5가,02846
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,더행복한흉부외과의원,의원,"서울특별시 강남구 선릉로112길 85, 1층 (삼성동)",02-6954-0202,127.0503333,37.5132302,20181113,서울,110001,강남구,삼성동,06096
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,더화이트의원,의원,"서울특별시 강서구 강서로 242, 306호 (화곡동, 강서힐스테이트)",02-2065-2301,126.8367634,37.5473848,20110506,서울,110003,강서구,화곡동,07694
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz,더힐즈의원,의원,"서울특별시 은평구 진관2로 19, 5층 504,505호 (진관동, 휴먼프라자)",02-385-0202,126.9195953,37.6348572,20161122,서울,110015,은평구,진관동,03306
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,더힐피부과의원,의원,"서울특별시 동작구 현충로 75, 원불교100년기념관 및 역사문화기념관 4, 7층 (흑석동)",02-6484-8200,126.9639148,37.5097022,20200310,서울,110008,동작구,흑석동,06904
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,더힐피부과의원,의원,"서울특별시 강남구 강남대로 652, SINSA SQUARE 1층일부, 3층,7층 (신사동)",02-541-9790,127.0190762,37.5196035,20200427,서울,110001,강남구,신사동,06027
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,더힐피부과의원,의원,"서울특별시 동대문구 왕산로36길 6, 힐스테이트 청량리 더퍼스트 201~207호, 209~211호 (전농동)",02-960-3469,127.0434748,37.5792201,20240625,서울,110007,동대문구,전농동,02559
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,더힐피부과의원,의원,"서울특별시 마포구 마포대로 68, 5층 503~505호 (도화동, 마포아크로타워)",02-707-1020,126.9490623,37.5413382,20250428,서울,110009,마포구,도화동,04168
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,더힐피부과의원,의원,"서울특별시 송파구 올림픽로 329, 432~438호 (신천동)",02-417-1102,127.1068893,37.5161072,20260317,서울,110018,송파구,신천동,05509
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,더힘의원,의원,"서울특별시 송파구 법원로 128, 문정역SKV1 B동 2층 203~205호 (문정동)",02-6952-1004,127.1204160,37.4868641,20211227,서울,110018,송파구,문정동,05854
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,덕산속조은내과의원,의원,"서울특별시 구로구 경인로 176, 4층 401호 (오류동, 시티월드)",02-2685-9500,126.8410607,37.4943847,20040220,서울,110005,구로구,오류동,08271
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,덕제내과의원,의원,"서울특별시 중랑구 공릉로 59, 2층 (묵동)",02-972-7878,127.0791194,37.6160215,19850109,서울,110019,중랑구,묵동,02032
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,데이뷰의원,의원,"서울특별시 광진구 동일로20길 106, 1,2층 (자양동)",02-465-7791,127.0692544,37.5395217,20231213,서울,110023,광진구,자양동,05073
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,데이뷰의원,의원,"서울특별시 강남구 강남대로 494, 1,2,3층 (논현동)",02-2138-2225,127.0241345,37.5064043,20240912,서울,110001,강남구,논현동,06119
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,데이뷰의원,의원,"서울특별시 영등포구 국제금융로2길 17, 씨티플라자 11층 (여의도동)",02-2135-5664,126.9260425,37.5240636,20241108,서울,110013,영등포구,여의도동,07327
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,데이뷰의원 강서발산점,의원,"서울특별시 강서구 강서로 399, 마곡하이마루 101~104, 201~208호 (마곡동)",02-3665-0399,126.8386896,37.5612910,20230501,서울,110003,강서구,마곡동,07794
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,데이뷰의원명동점,의원,"서울특별시 중구 남대문로 90, 명동N빌딩 6층 (남대문로2가)",02-6325-7771,126.9829288,37.5650981,20250113,서울,110017,중구,남대문로2가,04534
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,데이원의원,의원,"서울특별시 서초구 강남대로 437, 대원빌딩 5층 (서초동)",02-535-0967,127.0255201,37.5013657,20110411,서울,110021,서초구,서초동,06612
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,데이웰가정의학과의원,의원,"서울특별시 강남구 삼성로 155, 대치퍼스트빌딩 417,418호 (대치동)",02-2039-7588,127.0629614,37.4938697,20210802,서울,110001,강남구,대치동,06291
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,데이웰가정의학과의원,의원,"서울특별시 용산구 한강대로 95, 2층 217호, 218호 (한강로2가, 래미안용산 더 센트럴)",02-6953-0627,126.9668857,37.5290927,20210826,서울,110014,용산구,한강로2가,04378
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,데카비의원,의원,"서울특별시 강남구 언주로 626, 논현로얄팰리스 101호 (논현동)",02-569-2541,127.0360710,37.5125352,20040403,서울,110001,강남구,논현동,06101
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,델픽의원,의원,"서울특별시 강남구 강남대로 476, urbanhive 2층 (논현동)",02-511-8818,127.0248029,37.5049158,20240807,서울,110001,강남구,논현동,06120
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,도곡리더스피부과의원,의원,"서울특별시 강남구 언주로30길 21, 2층 203호 (도곡동, 아카데미스위트)",02-575-2300,127.0520107,37.4889018,20180102,서울,110001,강남구,도곡동,06292
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQyIyQ1IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,도곡양재차앤박피부과의원,의원,"서울특별시 강남구 강남대로 248, 목원빌딩 3층 (도곡동)",3463-1140,127.0339328,37.4857219,20150227,서울,110001,강남구,도곡동,06266
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,도곡유스앤영의원,의원,"서울특별시 강남구 남부순환로 2911, 청우빌딩 3층 302호 (대치동)",555-7900,127.0579693,37.4924379,20220607,서울,110001,강남구,대치동,06280
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjEyMjIjNjEjJDEjJDQjJDgz,도담가정의학과의원,의원,"서울특별시 성동구 용답중앙15길 12-1, 2층 (용답동)",912-0616,127.0538665,37.5644592,19970310,서울,110011,성동구,용답동,04805
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,도담소아청소년과의원,의원,"서울특별시 도봉구 방학로 159, (방학동)",02-955-5357,127.0344681,37.6622879,20050520,서울,110006,도봉구,방학동,01384
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,도레성형외과의원,의원,"서울특별시 서초구 서초대로77길 3, 아라타워 4층 (서초동)",02-591-7703,127.0265048,37.4980609,20260323,서울,110021,서초구,서초동,06615
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,도로시여성의원,의원,"서울특별시 마포구 월드컵로 29, 3층 (합정동, JH빌딩)",02-333-1945,126.9121324,37.5520280,20140526,서울,110009,마포구,합정동,04023
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz,도림편한내과의원,의원,"서울특별시 영등포구 도신로15길 40, 3층 (도림동)",846-0075,126.8965717,37.5086366,20080115,서울,110013,영등포구,도림동,07374
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,도봉제일의원,의원,"서울특별시 도봉구 도당로 133, 2층 (방학동, 송산빌딩)",02-954-8070,127.0411142,37.6674597,20011015,서울,110006,도봉구,방학동,01351
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,도브의원,의원,"서울특별시 강남구 도산대로 174, 7,8층 (논현동)",02-3443-8555,127.0276753,37.5191256,20020514,서울,110001,강남구,논현동,06040
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,도움의원,의원,"서울특별시 영등포구 양평로 20, 5층 (당산동6가)",02-2636-3601,126.9041261,37.5331120,20220610,서울,110013,영등포구,당산동6가,07223
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,도자기의원,의원,"서울특별시 서초구 강남대로 531, 2층 (반포동)",02-6956-8333,127.0216132,37.5093346,20250709,서울,110021,서초구,반포동,06536
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz,독산참연세의원,의원,"서울특별시 금천구 두산로 70, 현대지식산업센터 1층 T-109,112,115호 (독산동)",02-2169-2040,126.8956207,37.4689627,20221020,서울,110025,금천구,독산동,08584
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,독일의원,의원,"서울특별시 양천구 공항대로 624, (목동)",02-2645-8700,126.8741218,37.5466522,20150305,서울,110020,양천구,목동,07968
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,독일의원,의원,"서울특별시 서초구 서래로5길 6, (반포동)",02-591-1912,126.9979333,37.4979599,20191203,서울,110021,서초구,반포동,06576
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,돈암고운세상피부과의원,의원,"서울특별시 성북구 동소문로 97, 4층 (동소문동6가)",926-1007,127.0160255,37.5927980,19980511,서울,110012,성북구,동소문동6가,02830
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,동그라미소아청소년과의원,의원,"서울특별시 구로구 서해안로 2098, 항동프라자 5층 501호 (항동)",02-2038-8610,126.8231670,37.4799845,20200113,서울,110005,구로구,항동,08368
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,동대문닥터스피부과의원,의원,"서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 2층 203~216호 (전농동)",02-6949-1201,127.0440730,37.5793946,20250410,서울,110007,동대문구,전농동,02559
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjODEjJDEjJDYjJDgz,동대문메이퓨어의원,의원,"서울특별시 중구 장충단로 253, 헬로우APM 10층 4,5호 (을지로6가)",02-2278-9990,127.0081041,37.5674846,20131206,서울,110017,중구,을지로6가,04564
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz,동대문밴스의원,의원,"서울특별시 중구 장충단로 275, 두산타워빌딩 B1층 92호 (을지로6가)",02-6956-0876,127.0087831,37.5688912,20250228,서울,110017,중구,을지로6가,04563
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,동대문삼성내과의원,의원,"서울특별시 중구 을지로 280-2, FIN TOWER 4~6층 (을지로7가)",02-6951-2225,127.0090412,37.5653694,20211227,서울,110017,중구,을지로7가,04565
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,동대문위드유외과의원,의원,"서울특별시 동대문구 이문로 120, 아이파크자이상가 2층 C213,214,219호 (이문동)",02-6949-6075,127.0635350,37.5983511,20260317,서울,110007,동대문구,이문동,02418
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNjEjJDEjJDgjJDgz,동부외과의원,의원,"서울특별시 중랑구 사가정로 404-6, 2,3층 (면목동)",02-494-1004,127.0893104,37.5803319,19870703,서울,110019,중랑구,면목동,02250
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,동부중앙의원,의원,"서울특별시 중랑구 동일로 909, 동부중앙의원 (묵동)",02-973-5888,127.0772649,37.6115075,20000602,서울,110019,중랑구,묵동,02006
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz,동부한일외과내과의원,의원,"서울특별시 도봉구 마들로 686, 2,3,4층 (도봉동)",02-3492-4754,127.0467080,37.6713716,19970714,서울,110006,도봉구,도봉동,01325
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,동서가정의학과의원,의원,"서울특별시 강서구 양천로57길 9-7, 6층 (가양동, 청계빌딩)",02-2659-5183,126.8514389,37.5634076,19990524,서울,110003,강서구,가양동,07527
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,동서울정신건강의학과의원,의원,"서울특별시 광진구 자양로 186-1, 1층 (구의동)",02-446-1172,127.0851866,37.5441601,20141001,서울,110023,광진구,구의동,05031
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,동서제일의원,의원,"서울특별시 강북구 솔샘로 229-1, (미아동)",02-945-5767,127.0182455,37.6201469,19960305,서울,110024,강북구,미아동,01188
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,동서통합의원,의원,"서울특별시 강북구 한천로 1058, 2층 (수유동)",02-907-0114,127.0252911,37.6413899,20020422,서울,110024,강북구,수유동,01053
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,동신비뇨기과의원,의원,"서울특별시 서대문구 연희로 276, 2층 (홍은동)",02-394-0708,126.9365559,37.5816965,20130703,서울,110010,서대문구,홍은동,03653
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQzIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,동아의원,의원,"서울특별시 노원구 동일로197길 21, 3층 (공릉동, 우성빌딩)",02-962-9240,127.0702522,37.6284120,20140926,서울,110022,노원구,공릉동,01853
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,동안비전내과의원,의원,"서울특별시 동대문구 이문로 88, 2층 201, 202호 (이문동)",02-969-0119,127.0593433,37.5946614,20171115,서울,110007,동대문구,이문동,02440
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,동안성형외과의원,의원,"서울특별시 강북구 도봉로 38, 2층 (미아동)",02-980-3537,127.0304690,37.6123484,20250402,서울,110024,강북구,미아동,01220
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,동안센트럴의원,의원,"서울특별시 용산구 한강대로 95, 203호 (한강로2가, 래미안용산 더 센트럴)",02-790-7377,126.9668857,37.5290927,20241231,서울,110014,용산구,한강로2가,04378
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,동안중심의원,의원,"서울특별시 강남구 압구정로48길 26, 지하1층, 지상1,2층 (신사동)",02-542-7586,127.0367833,37.5268098,20180717,서울,110001,강남구,신사동,06017
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,동안피부과의원,의원,"서울특별시 구로구 새말로 89, 태영빌딩 4층 (구로동)",02-3283-7582,126.8898406,37.5056084,20080324,서울,110005,구로구,구로동,08288
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,동인외과의원,의원,"서울특별시 금천구 남부순환로 1290, (가산동)",02-868-3523,126.8940933,37.4783768,19880104,서울,110025,금천구,가산동,08528
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,동작고려의원,의원,"서울특별시 동작구 만양로 86, 신천지약국 2층 (노량진동)",02-3280-7520,126.9446159,37.5112054,20181031,서울,110008,동작구,노량진동,06914
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,동작에스엔재활의학과의원,의원,"서울특별시 동작구 국사봉1길 32, 2층 (상도동)",02-817-8805,126.9303664,37.4988140,20030801,서울,110008,동작구,상도동,07042
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,동화산부인과의원,의원,"서울특별시 서초구 서초중앙로 113, 영한빌딩 7층 (서초동)",02-6265-6000,127.0137428,37.4918747,20210819,서울,110021,서초구,서초동,06644
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,두리원비뇨기과의원,의원,"서울특별시 종로구 대학로 1, 3층 (종로5가)",02-3674-0021,127.0017799,37.5713376,20000320,서울,110016,종로구,종로5가,03129
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,두산의원,의원,"서울특별시 성북구 화랑로48길 16, 주상가동 지상3층 (석관동, 두산아파트)",02-965-7513,127.0685315,37.6130498,19980304,서울,110012,성북구,석관동,02780
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,두오안과의원,의원,"서울특별시 은평구 진관2로 29-21, 405호 (진관동, 드림스퀘어)",382-0025,126.9193479,37.6357288,20140414,서울,110015,은평구,진관동,03306
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,둔촌셀로디피부과의원,의원,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 3층 3081-3083호 (둔촌동)",02-471-1360,127.1370449,37.5274745,20250218,서울,110002,강동구,둔촌동,05409
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,듀오피부과의원,의원,"서울특별시 성북구 동소문로 106, 유타 6층 (동선동1가)",922-3723,127.0170935,37.5925804,19850319,서울,110012,성북구,동선동1가,02845
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,듀이디의원,의원,"서울특별시 서초구 강남대로 621, 잠원동 K-TOWER 4층 (잠원동)",02-2135-7225,127.0187945,37.5171234,20250110,서울,110021,서초구,잠원동,06524
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,드네의원,의원,"서울특별시 강남구 논현로175길 58, 2층 (신사동)",02-516-8875,127.0241788,37.5244617,20230626,서울,110001,강남구,신사동,06029
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,드라마성형외과의원,의원,"서울특별시 강남구 강남대로 560, 삼익전자빌딩 1층 (논현동)",02-540-2570,127.0213352,37.5119213,20241125,서울,110001,강남구,논현동,06044
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,드림소아청소년과의원,의원,"서울특별시 강서구 강서로 254, 203, 204호 (화곡동, 우장산e-편한세상상가)",02-2690-2079,126.8367425,37.5484540,20080423,서울,110003,강서구,화곡동,07691
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQyIyQxIyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,드림온비뇨기과의원,의원,"서울특별시 관악구 시흥대로 578, 3층 (신림동)",02-861-7575,126.9032473,37.4843090,20090930,서울,110004,관악구,신림동,08700
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDQjJDgz,드림유비뇨기과의원,의원,"서울특별시 은평구 가좌로 271, 9,10층 (신사동)",02-3151-0304,126.9134313,37.5928489,20130313,서울,110015,은평구,신사동,03442
